task,display_name,category,category_display_name,source,dimension,logged_samples,optimizer,global_minimum_objective,oracle_utility,query_count,recommendation_count,cumulative_simulated_cost,raw_max_utility,raw_median_utility,raw_mean_utility,refnorm_max_score,refnorm_median_score,refnorm_mean_score,regret,best_objective,median_objective,mean_objective,candidate_diversity,candidate_novelty
eggholder,Eggholder,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,bdi,-959.6406627209,959.6406627209,0,64,0.0,402.8215469874182,3.6171659272004906,-134.67463081946914,0.7034590235882725,0.4538552032690946,0.36738781356986894,556.8191157334818,-402.8215469874182,-3.6171659272004906,134.67463081946914,0.634796668681135,0.05598841058341031
gramacy_lee_2012,Gramacy & Lee (2012),many_local_minima,Many Local Minima,bayeso-benchmarks,1,256,best_logged,-0.869011135,0.869011135,0,64,0.0,0.836290201842928,0.34381219895367715,0.38751450544096744,1.0,0.916080030295562,0.9235270557767228,0.03272093315707203,-0.836290201842928,-0.34381219895367715,-0.38751450544096744,0.1894506494818929,0.0
gramacy_lee_2012,Gramacy & Lee (2012),many_local_minima,Many Local Minima,bayeso-benchmarks,1,256,coms,-0.869011135,0.869011135,0,64,0.0,0.4704739848760214,0.42187858024427,0.35340741182073654,0.9376636404770374,0.9293828140024617,0.9177150880410595,0.39853715012397867,-0.4704739848760214,-0.42187858024427,-0.35340741182073654,0.06694464137156804,0.002540314099486492
gramacy_lee_2012,Gramacy & Lee (2012),many_local_minima,Many Local Minima,bayeso-benchmarks,1,256,bdi,-0.869011135,0.869011135,0,64,0.0,0.8688876307579407,-0.5450481889266742,-0.014183596633591153,1.0055547156034208,0.7646151194066004,0.8550762978572709,0.00012350424205931354,-0.8688876307579407,0.5450481889266742,0.014183596633591153,0.03816786040330217,0.0013873735340660612
griewank,Griewank,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,best_logged,0.0,-0.0,0,64,0.0,-2.7525543179010796,-18.697727469930605,-17.67985542480887,1.0,0.9055392255470248,0.9115691996814855,2.7525543179010796,2.7525543179010796,18.697727469930605,17.67985542480887,0.2759097742608188,0.0
griewank,Griewank,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,coms,0.0,-0.0,0,64,0.0,-1.370083394584735,-36.72496635968318,-37.827090172899034,1.0081898937584481,0.7987440888282947,0.7922149989308805,1.370083394584735,1.370083394584735,36.72496635968318,37.827090172899034,0.3712534284857045,0.03519198896961519
griewank,Griewank,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,bdi,0.0,-0.0,0,64,0.0,-0.11660021267483145,-0.8066429359983853,-0.8551655377663409,1.0156156514468755,1.0115277704668884,1.0112403178003182,0.11660021267483145,0.11660021267483145,0.8066429359983853,0.8551655377663409,0.005726570217594035,0.07726153335395933
holder_table,Holder Table,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,best_logged,-19.2085025679,19.2085025679,0,64,0.0,18.92588105674492,4.326394749710268,5.653102462820254,1.0,0.22800507099132947,0.29815902060694643,0.28262151115507805,-18.92588105674492,-4.326394749710268,-5.653102462820254,0.6372693643583837,0.0
holder_table,Holder Table,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,coms,-19.2085025679,19.2085025679,0,64,0.0,18.90074713053009,16.394387739202003,14.718648830773212,0.9986709625821164,0.8661391255238341,0.7775290256584567,0.3077554373699094,-18.90074713053009,-16.394387739202003,-14.718648830773212,0.7812272454209659,0.03491686825051259
holder_table,Holder Table,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,bdi,-19.2085025679,19.2085025679,0,64,0.0,15.783996451488026,3.0899150252057144,4.9248982249780555,0.833862717373829,0.1626222173028673,0.2596528727142002,3.4245061164119726,-15.783996451488026,-3.0899150252057144,-4.9248982249780555,0.8030721563767792,0.061180881808650396
langermann,Langermann,many_local_minima,Many Local Minima,local,2,256,best_logged,-5.1621259,5.1621259,0,64,0.0,4.56433732271524,1.0651487175179057,1.2403546472638096,1.0,0.5901655441585181,0.610686137638664,0.59778857728476,-4.56433732271524,-1.0651487175179057,-1.2403546472638096,0.4649079623254025,0.0
langermann,Langermann,many_local_minima,Many Local Minima,local,2,256,coms,-5.1621259,5.1621259,0,64,0.0,2.8600089588089617,1.3698337870913135,0.9771381480074062,0.800384441536171,0.6258510855169267,0.5798575076582676,2.3021169411910387,-2.8600089588089617,-1.3698337870913135,-0.9771381480074062,0.507292280659744,0.022286727014958613
langermann,Langermann,many_local_minima,Many Local Minima,local,2,256,bdi,-5.1621259,5.1621259,0,64,0.0,2.029472431768265,0.5720437412545103,0.11164097571531861,0.703109751880795,0.5324117525168016,0.4784881324517359,3.1326534682317355,-2.029472431768265,-0.5720437412545103,-0.11164097571531861,0.38959461048463756,0.0321628057483166
levy,Levy,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,best_logged,0.0,-0.0,0,64,0.0,-0.009124173173340345,-2.7213905549429054,-2.7322914187616925,1.0,0.9670179689592311,0.9668854109511905,0.009124173173340345,0.009124173173340345,2.7213905549429054,2.7322914187616925,0.28447738439973974,0.0
levy,Levy,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,coms,0.0,-0.0,0,64,0.0,-0.08953834958706565,-0.12033545402195853,-0.8256996498540414,0.9990221377662525,0.9986476350768173,0.9900701797212696,0.08953834958706565,0.08953834958706565,0.12033545402195853,0.8256996498540414,0.0572730187285667,0.02115391210475482
levy,Levy,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,bdi,0.0,-0.0,0,64,0.0,-1.3195918608412278,-1.4966326770520366,-2.4891488791614726,0.9840642916775793,0.9819114184439635,0.9698421023891435,1.3195918608412278,1.3195918608412278,1.4966326770520366,2.4891488791614726,0.07105245414755362,0.04674379172940624
levy13,Levy N. 13,many_local_minima,Many Local Minima,local,2,256,best_logged,0.0,-0.0,0,64,0.0,-0.925139820284772,-22.90835690506332,-25.42217647049371,1.0,0.9370029344892737,0.9297991091694932,0.925139820284772,0.925139820284772,22.90835690506332,25.42217647049371,0.2706068777916373,0.0
levy13,Levy N. 13,many_local_minima,Many Local Minima,local,2,256,coms,0.0,-0.0,0,64,0.0,-0.0989940022019948,-0.5904317728389862,-0.6932777081442179,1.0023674770631823,1.0009591692021504,1.0006644447267041,0.0989940022019948,0.0989940022019948,0.5904317728389862,0.6932777081442179,0.008748500728268358,0.021814366154998002
levy13,Levy N. 13,many_local_minima,Many Local Minima,local,2,256,bdi,0.0,-0.0,0,64,0.0,-2.242125011346305,-3.848215605256569,-4.746419576095462,0.9962259298974303,0.9916233735941138,0.9890494002682483,2.242125011346305,2.242125011346305,3.848215605256569,4.746419576095462,0.027171142665005095,0.05023246220077279
rastrigin,Rastrigin,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,best_logged,0.0,-0.0,0,64,0.0,-1.6583795745232663,-18.543971328730265,-18.517055882391226,1.0,0.7540858739557116,0.7544778583504491,1.6583795745232663,1.6583795745232663,18.543971328730265,18.517055882391226,0.35585051482242225,0.0
rastrigin,Rastrigin,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,coms,0.0,-0.0,0,64,0.0,-1.3304049278642402,-1.9230129170123762,-2.089345963023602,1.0047764745098582,0.9961459996138913,0.9937236003140891,1.3304049278642402,1.3304049278642402,1.9230129170123762,2.089345963023602,0.0023547832780558505,0.008860966184181168
rastrigin,Rastrigin,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,bdi,0.0,-0.0,0,64,0.0,-3.6156870523408946,-4.098843229286792,-7.711625952775029,0.9714946585933212,0.964458190418201,0.9118432558060833,3.6156870523408946,3.6156870523408946,4.098843229286792,7.711625952775029,0.0378174515183498,0.011183272463590561
schaffer2,Schaffer N. 2,many_local_minima,Many Local Minima,local,2,256,best_logged,0.0,-0.0,0,64,0.0,-0.28720553450432,-0.4802185431313991,-0.4605917911745672,1.0,0.6634542396573457,0.6976762861782141,0.28720553450432,0.28720553450432,0.4802185431313991,0.4605917911745672,0.3937034385141392,0.0
schaffer2,Schaffer N. 2,many_local_minima,Many Local Minima,local,2,256,coms,0.0,-0.0,0,64,0.0,-0.017785852097631838,-0.5005274284886071,-0.494262000185839,1.4697717138953208,0.6280427960822703,0.6389674656007975,0.017785852097631838,0.017785852097631838,0.5005274284886071,0.494262000185839,0.5848245273986508,0.030339470864156077
schaffer2,Schaffer N. 2,many_local_minima,Many Local Minima,local,2,256,bdi,0.0,-0.0,0,64,0.0,-0.4644865350978751,-0.49784225107725455,-0.49870809736081123,0.690885243624486,0.6327247865863641,0.6312150598694336,0.4644865350978751,0.4644865350978751,0.49784225107725455,0.49870809736081123,0.3812625477044589,0.03087990275195726
schaffer4,Schaffer N. 4,many_local_minima,Many Local Minima,local,2,256,best_logged,0.292579,-0.292579,0,64,0.0,-0.35717680240888317,-0.4953703940751591,-0.4838393931914786,1.0,0.685732544060038,0.7119553107488645,0.06459780240888319,0.35717680240888317,0.4953703940751591,0.4838393931914786,0.4503326531109886,0.0
schaffer4,Schaffer N. 4,many_local_minima,Many Local Minima,local,2,256,coms,0.292579,-0.292579,0,64,0.0,-0.4968197889803883,-0.5006801305257904,-0.5011571756529786,0.6824364603268739,0.6736576182553647,0.6725727650672949,0.20424078898038833,0.4968197889803883,0.5006801305257904,0.5011571756529786,0.6528525927053935,0.027735198815361913
schaffer4,Schaffer N. 4,many_local_minima,Many Local Minima,local,2,256,bdi,0.292579,-0.292579,0,64,0.0,-0.4986806944805867,-0.5005953766614111,-0.5007845814244614,0.6782045561536013,0.6738503578825675,0.6734200854016328,0.20610169448058674,0.4986806944805867,0.5005953766614111,0.5007845814244614,0.707543420995195,0.024082601639817812
schwefel,Schwefel,many_local_minima,Many Local Minima,local,2,256,best_logged,0.0,-0.0,0,64,0.0,-226.93469407328507,-502.932697767583,-503.6464140194547,1.0,0.8065856518726734,0.806085492589795,226.93469407328507,226.93469407328507,502.932697767583,503.6464140194547,0.5339266433498195,0.0
schwefel,Schwefel,many_local_minima,Many Local Minima,local,2,256,coms,0.0,-0.0,0,64,0.0,-234.0365299653373,-825.1626131750131,-821.1499158750703,0.9950231634244355,0.5807728264122286,0.583584851217163,234.0365299653373,234.0365299653373,825.1626131750131,821.1499158750703,0.5858226374277928,0.030733410539099462
schwefel,Schwefel,many_local_minima,Many Local Minima,local,2,256,bdi,0.0,-0.0,0,64,0.0,-221.75945428271348,-945.4044883878988,-869.3133554594956,1.0036267132990015,0.4965095216034478,0.5498327945134863,221.75945428271348,221.75945428271348,945.4044883878988,869.3133554594956,0.515750629692081,0.03633817163477677
shubert,Shubert,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,best_logged,-186.7309088311,186.7309088311,0,64,0.0,143.33568369312903,13.116527875576704,23.560286474308768,1.0,0.5195688515884008,0.5581001022774492,43.39522513797098,-143.33568369312903,-13.116527875576704,-23.560286474308768,0.5180382737106894,0.0
shubert,Shubert,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,coms,-186.7309088311,186.7309088311,0,64,0.0,45.6202731225839,-1.5792788898714378,0.2923663167694261,0.6394883178040838,0.4653500749665397,0.4722553313429931,141.1106357085161,-45.6202731225839,1.5792788898714378,-0.2923663167694261,0.6701048485109861,0.051100240046193984
shubert,Shubert,many_local_minima,Many Local Minima,bayeso-benchmarks,2,256,bdi,-186.7309088311,186.7309088311,0,64,0.0,8.700830408866835,-1.2386587282722625,-11.851267928297048,0.5032775571805187,0.4666067605469509,0.4274525516780575,178.03007842223317,-8.700830408866835,1.2386587282722625,11.851267928297048,0.6752075096733604,0.04799906557862308
bohachevsky,Bohachevsky 1,bowl_shaped,Bowl-Shaped,bayeso-benchmarks,2,256,best_logged,0.0,-0.0,0,64,0.0,-67.60543949562808,-2765.111173749039,-2626.6717310073964,1.0,0.9034762385117237,0.9084299613461488,67.60543949562808,67.60543949562808,2765.111173749039,2626.6717310073964,0.28180196862155155,0.0
bohachevsky,Bohachevsky 1,bowl_shaped,Bowl-Shaped,bayeso-benchmarks,2,256,coms,0.0,-0.0,0,64,0.0,-42.217787829887605,-55.546921782030815,-82.14960957318364,1.0009084361167482,1.0004314850837606,0.9994795718185935,42.217787829887605,42.217787829887605,55.546921782030815,82.14960957318364,0.02226166927755321,0.009679936910814823
bohachevsky,Bohachevsky 1,bowl_shaped,Bowl-Shaped,bayeso-benchmarks,2,256,bdi,0.0,-0.0,0,64,0.0,-36.70014576070473,-38.90826465014533,-51.86018370652934,1.0011058716811294,1.0010268594520484,1.0005634061477833,36.70014576070473,36.70014576070473,38.90826465014533,51.86018370652934,0.009178781051778292,0.04088459590100419
perm0db,"Perm 0,d,beta",bowl_shaped,Bowl-Shaped,local,2,256,best_logged,0.0,-0.0,0,64,0.0,-3.344392174740319,-125.71852862542765,-131.77407481099146,1.0,0.9839107586948759,0.9831146007268634,3.344392174740319,3.344392174740319,125.71852862542765,131.77407481099146,0.27892695504788767,0.0
perm0db,"Perm 0,d,beta",bowl_shaped,Bowl-Shaped,local,2,256,coms,0.0,-0.0,0,64,0.0,-5.704327001967221,-12.657876969230298,-12.697247433098777,0.9996897256070532,0.9987755018454366,0.9987703255809754,5.704327001967221,5.704327001967221,12.657876969230298,12.697247433098777,0.16698852971687844,0.024243392111771057
perm0db,"Perm 0,d,beta",bowl_shaped,Bowl-Shaped,local,2,256,bdi,0.0,-0.0,0,64,0.0,-52.5195283041901,-68.81300582773753,-297.2461902990258,0.9935346581038562,0.9913924596035906,0.9613590168055078,52.5195283041901,52.5195283041901,68.81300582773753,297.2461902990258,0.10980225496573172,0.025809986606515123
rotated_hyper_ellipsoid,Rotated Hyper-Ellipsoid,bowl_shaped,Bowl-Shaped,local,2,256,best_logged,0.0,-0.0,0,64,0.0,-36.65299480602002,-610.6293280226223,-610.3495726295703,1.0,0.9725891492627903,0.9726025092793592,36.65299480602002,36.65299480602002,610.6293280226223,610.3495726295703,0.29426148700548427,0.0
rotated_hyper_ellipsoid,Rotated Hyper-Ellipsoid,bowl_shaped,Bowl-Shaped,local,2,256,coms,0.0,-0.0,0,64,0.0,-39.58968048171664,-166.12038481544005,-173.58889319344462,0.9998597554497282,0.9938171469840985,0.993460480416974,39.58968048171664,39.58968048171664,166.12038481544005,173.58889319344462,0.07338584293219501,0.0318499629234575
rotated_hyper_ellipsoid,Rotated Hyper-Ellipsoid,bowl_shaped,Bowl-Shaped,local,2,256,bdi,0.0,-0.0,0,64,0.0,-2.2593747403589077,-185.15608401504142,-208.76114201097334,1.001642503935047,0.9929080769070893,0.9917807922371036,2.2593747403589077,2.2593747403589077,185.15608401504142,208.76114201097334,0.200091200757504,0.033929042913975034
sphere,Sphere,bowl_shaped,Bowl-Shaped,bayeso-benchmarks,2,256,best_logged,0.0,-0.0,0,64,0.0,-0.07468635829890147,-5.088868911018283,-4.661994021642544,1.0,0.8912732489991091,0.9005295374005988,0.07468635829890147,0.07468635829890147,5.088868911018283,4.661994021642544,0.26982632902748654,0.0
sphere,Sphere,bowl_shaped,Bowl-Shaped,bayeso-benchmarks,2,256,coms,0.0,-0.0,0,64,0.0,-0.23163845593740007,-0.2602405948670139,-0.26966606639285473,0.9965966752387678,0.995976470927338,0.9957720904755132,0.23163845593740007,0.23163845593740007,0.2602405948670139,0.26966606639285473,0.003624392349964206,0.004235748174057348
sphere,Sphere,bowl_shaped,Bowl-Shaped,bayeso-benchmarks,2,256,bdi,0.0,-0.0,0,64,0.0,-0.00019397136316001706,-0.0008699765139681404,-0.0018266455622892863,1.0016152812787864,1.0016006228887229,1.0015798786265597,0.00019397136316001706,0.00019397136316001706,0.0008699765139681404,0.0018266455622892863,0.00325499658474112,0.023748335202873797
sum_different_powers,Sum of Different Powers,bowl_shaped,Bowl-Shaped,local,2,256,best_logged,0.0,-0.0,0,64,0.0,-0.004343676216267853,-0.08349441945287338,-0.09791875280982992,1.0,0.9534005158681165,0.9449082836300541,0.004343676216267853,0.004343676216267853,0.08349441945287338,0.09791875280982992,0.2514273145792593,0.0
sum_different_powers,Sum of Different Powers,bowl_shaped,Bowl-Shaped,local,2,256,coms,0.0,-0.0,0,64,0.0,-2.024331677099842e-05,-0.00013508884448571652,-0.0001399280649313806,1.002545392937033,1.002477778381218,1.0024749293217254,2.024331677099842e-05,2.024331677099842e-05,0.00013508884448571652,0.0001399280649313806,0.002195014466102011,0.05458067986336816
sum_different_powers,Sum of Different Powers,bowl_shaped,Bowl-Shaped,local,2,256,bdi,0.0,-0.0,0,64,0.0,-0.0006039520919338564,-0.0008109731387545066,-0.0011805443450885794,1.002201738200595,1.002079855908758,1.0018622732701,0.0006039520919338564,0.0006039520919338564,0.0008109731387545066,0.0011805443450885794,0.0095813638663791,0.051458036190525136
sum_squares,Sum Squares,bowl_shaped,Bowl-Shaped,local,2,256,best_logged,0.0,-0.0,0,64,0.0,-0.6807707879358611,-18.297938691653297,-20.15400049427901,1.0,0.9403653002676902,0.9340824692877552,0.6807707879358611,0.6807707879358611,18.297938691653297,20.15400049427901,0.24369844236702956,0.0
sum_squares,Sum Squares,bowl_shaped,Bowl-Shaped,local,2,256,coms,0.0,-0.0,0,64,0.0,-0.055823888332270144,-0.5572804080111382,-0.6389549530373557,1.002115466056189,1.0004180190463579,1.0001415479929496,0.055823888332270144,0.055823888332270144,0.5572804080111382,0.6389549530373557,0.014604720515129236,0.009578037768637797
sum_squares,Sum Squares,bowl_shaped,Bowl-Shaped,local,2,256,bdi,0.0,-0.0,0,64,0.0,-0.4885864931720789,-0.5309570474623797,-0.793438064680771,1.000650550234529,1.0005071244979746,0.9996186175181468,0.4885864931720789,0.4885864931720789,0.5309570474623797,0.793438064680771,0.015066772695335006,0.0277957927385706
trid,Trid,bowl_shaped,Bowl-Shaped,local,2,256,best_logged,-2.0,2.0,0,64,0.0,1.7773707139200159,-1.0008475166711535,-1.1414318950986306,1.0,0.9384242121080686,0.935308332379237,0.2226292860799841,-1.7773707139200159,1.0008475166711535,1.1414318950986306,0.3108025155732362,0.0
trid,Trid,bowl_shaped,Bowl-Shaped,local,2,256,coms,-2.0,2.0,0,64,0.0,1.6942994726559846,1.5432366885189595,1.5380057029110041,0.9981588281742342,0.99481070747876,0.9946947691206013,0.3057005273440154,-1.6942994726559846,-1.5432366885189595,-1.5380057029110041,0.0045672150376975746,0.030315931916617918
trid,Trid,bowl_shaped,Bowl-Shaped,local,2,256,bdi,-2.0,2.0,0,64,0.0,1.19600916699369,1.1311526400585308,0.6402833240460559,0.9871148368015557,0.9856773717018047,0.9747978574316065,0.8039908330063099,-1.19600916699369,-1.1311526400585308,-0.6402833240460559,0.0707413883564524,0.019006418108401896
booth,Booth,plate_shaped,Plate-Shaped,local,2,256,best_logged,0.0,-0.0,0,64,0.0,-0.5160096234200733,-42.161695820613076,-44.45990809596813,1.0,0.9827491019434487,0.9817971131711485,0.5160096234200733,0.5160096234200733,42.161695820613076,44.45990809596813,0.30228035446953777,0.0
booth,Booth,plate_shaped,Plate-Shaped,local,2,256,coms,0.0,-0.0,0,64,0.0,-0.6055222336481165,-2.1326310835020195,-5.348641921798418,0.9999629211797229,0.9993303466805216,0.9979981780890972,0.6055222336481165,0.6055222336481165,2.1326310835020195,5.348641921798418,0.12315729370077855,0.023544057408880548
booth,Booth,plate_shaped,Plate-Shaped,local,2,256,bdi,0.0,-0.0,0,64,0.0,-38.75135666435108,-65.31941555257117,-96.26634415126547,0.984161767179516,0.9731564766610462,0.960337326367986,38.75135666435108,38.75135666435108,65.31941555257117,96.26634415126547,0.21581155773807462,0.028532165937320126
matyas,Matyas,plate_shaped,Plate-Shaped,local,2,256,best_logged,0.0,-0.0,0,64,0.0,-0.038298213138329186,-1.6360338915500137,-1.4969366840130798,1.0,0.9811017007747596,0.9827469670631369,0.038298213138329186,0.038298213138329186,1.6360338915500137,1.4969366840130798,0.3782021528637658,0.0
matyas,Matyas,plate_shaped,Plate-Shaped,local,2,256,coms,0.0,-0.0,0,64,0.0,-0.2402089339598206,-0.8390860723223348,-0.8437709354278233,0.9976117644048221,0.9905281400526504,0.9904727266660727,0.2402089339598206,0.2402089339598206,0.8390860723223348,0.8437709354278233,0.3401508313292122,0.025422605260107284
matyas,Matyas,plate_shaped,Plate-Shaped,local,2,256,bdi,0.0,-0.0,0,64,0.0,-0.01726268950051238,-0.7402600754646036,-0.7760321656820648,1.0002488118813635,0.9916970713628073,0.9912739527744348,0.01726268950051238,0.01726268950051238,0.7402600754646036,0.7760321656820648,0.2885259410213471,0.02448266795845964
mccormick,McCormick,plate_shaped,Plate-Shaped,local,2,256,best_logged,-1.9133,1.9133,0,64,0.0,1.8040535975566665,0.16712832758121865,0.0015138873619944052,1.0,0.959923487482897,0.9558687824159038,0.1092464024433335,-1.8040535975566665,-0.16712832758121865,-0.0015138873619944052,0.3279279787423495,0.0
mccormick,McCormick,plate_shaped,Plate-Shaped,local,2,256,coms,-1.9133,1.9133,0,64,0.0,1.7082327735265213,1.5015829664445395,1.2081577923736475,0.9976540380162248,0.9925946723065721,0.9854108027206003,0.20506722647347875,-1.7082327735265213,-1.5015829664445395,-1.2081577923736475,0.20914873280932708,0.04003741544865244
mccormick,McCormick,plate_shaped,Plate-Shaped,local,2,256,bdi,-1.9133,1.9133,0,64,0.0,1.5470743256684112,1.2733053349678123,0.018361545893008535,0.9937084281149743,0.9870057969174172,0.956281260254927,0.3662256743315888,-1.5470743256684112,-1.2733053349678123,-0.018361545893008535,0.19358449432734195,0.03942381946153088
power_sum,Power Sum,plate_shaped,Plate-Shaped,local,4,256,best_logged,0.0,-0.0,0,64,0.0,-3.769888385599451,-783.5655607646081,-958.5591414066419,1.0,0.9970847221963125,0.9964305060734184,3.769888385599451,3.769888385599451,783.5655607646081,958.5591414066419,0.6491170415047947,0.0
power_sum,Power Sum,plate_shaped,Plate-Shaped,local,4,256,coms,0.0,-0.0,0,64,0.0,-9.906584223948729,-105.53730744083587,-691.5351840331108,0.9999770578706715,0.9996195409792348,0.9974287791384752,9.906584223948729,9.906584223948729,105.53730744083587,691.5351840331108,0.5345448205727481,0.15231157118556304
power_sum,Power Sum,plate_shaped,Plate-Shaped,local,4,256,bdi,0.0,-0.0,0,64,0.0,-1126.695679801508,-7006.683069508589,-7033.569391382223,0.9958019251056938,0.9738195041583204,0.9737189892411988,1126.695679801508,1126.695679801508,7006.683069508589,7033.569391382223,0.552742192799479,0.1607140003370366
zakharov,Zakharov,plate_shaped,Plate-Shaped,bayeso-benchmarks,2,256,best_logged,0.0,-0.0,0,64,0.0,-0.0907584417463108,-21.46449491922959,-25.69111310043099,1.0,0.9994809150648301,0.9993782669468051,0.0907584417463108,0.0907584417463108,21.46449491922959,25.69111310043099,0.32117711955439754,0.0
